"","score","text"
"1484",0,"@divyaspandana note ban NIDA management toudare agilla adu Congress navarige Matra mudranka ke rajyke Lana agide cm… https://t.co/VvWW5EQXVj"
"1485",0,"RT @abpnewshindi: #Notebandi <U+0915><U+0940> <U+0938><U+093E><U+0932><U+0917><U+093F><U+0930><U+0939>: <U+092E><U+0941><U+0929><U+094D><U+0935><U+094D><U+0935><U+0930> <U+0930><U+093E><U+0923><U+093E> <U+0915><U+0947> <U+0907><U+0938> <U+0936><U+0947><U+0930> <U+0938><U+0947> @OfficeOfRG <U+0928><U+0947> @narendramodi <U+092A><U+0930> <U+0915><U+0938><U+093E> <U+0924><U+0902><U+091C> 

#Demonetisation 

https://t.c…"
"1486",0,"RT @PyarSeMario: @sagarcasm Shukr hai note ban se hi pata chal gaya, bahut logo ko to IT ya ED wale batana aate hain Ye baat<ed><U+00A0><U+00BD><ed><U+00B8><U+0085>"
"1487",0,"@sardesairajdeep https://t.co/sMpsHkx2jM"
"1488",0,"<U+0A9C><U+0AAE><U+0ACD><U+0AAE><U+0AC1>-<U+0A95><U+0ABE><U+0AB6><U+0ACD><U+0AAE><U+0AC0><U+0AB0><U+0AAE><U+0ABE><U+0A82> <U+0A86><U+0AA4><U+0A82><U+0A95><U+0AB5><U+0ABE><U+0AA6><U+0AC0><U+0A93><U+0AA8><U+0AC7> <U+0AAD><U+0A82><U+0AA1><U+0ACB><U+0AB3> <U+0A85><U+0A9F><U+0A95><U+0ABE><U+0AB5><U+0AB5><U+0ABE> <U+0AAE><U+0ABE><U+0A9F><U+0AC7><U+0AA8><U+0AC0> <U+0AB2><U+0AA1><U+0ABE><U+0A88><U+0AAE><U+0ABE><U+0A82> <U+0AAE><U+0ACB><U+0A9F><U+0AC0> <U+0AB8><U+0AAB><U+0AB3><U+0AA4><U+0ABE>; <U+0AA8><U+0ACB><U+0A9F><U+0AAC><U+0A82><U+0AA7><U+0AC0><U+0AA8><U+0AC0> <U+0AB5><U+0AB0><U+0ACD><U+0AB7><U+0A97><U+0ABE><U+0A82><U+0AA0><U+0AA8><U+0AC0> <U+0AAA><U+0AC2><U+0AB0><U+0ACD><U+0AB5><U+0AB8><U+0A82><U+0AA7><U+0ACD><U+0AAF><U+0ABE><U+0A8F> <U+0A8F><U+0AA8><U+0A86><U+0A87><U+0A8F><U+0A8F> <U+0AB0><U+0AC2>.… https://t.co/6VvIzNcfpa"
"1489",0,"@isanjeevchauhan @HaardikPandya https://t.co/BT10dqbXg5"
"1490",0,"<U+092E><U+0928><U+092E><U+094B><U+0939><U+0928> <U+0938><U+093F><U+0902><U+0939> <U+0938><U+0947> <U+091C><U+092C><U+0930><U+0928> <U+0910><U+0938><U+0940> <U+092C><U+093E><U+0924><U+0947><U+0902> <U+0915><U+0939><U+0932><U+0935><U+093E><U+0908> <U+091C><U+093E> <U+0930><U+0939><U+0940> <U+0939><U+0948><U+0902> <U+091C><U+094B> <U+0935><U+0939> <U+0915><U+0939><U+0928><U+093E> <U+0928><U+0939><U+0940><U+0902> <U+091A><U+093E><U+0939><U+0924><U+0947>: <U+0928><U+0915><U+0935><U+0940> https://t.co/b3MxL5CTva"
"1491",0,"RT @IndiaToday: Manmohan Singh takes a dig at Modi govt.
https://t.co/i5ZoLzJs0D"
"1492",0,"RT @Ramlal: <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0940> <U+092A><U+0939><U+0932><U+0940> <U+0935><U+0930><U+094D><U+0937><U+0917><U+093E><U+0902><U+0920>: <U+092C><U+0948><U+0902><U+0915><U+0930><U+094B><U+0902> <U+0928><U+0947> <U+092C><U+0924><U+093E><U+092F><U+093E> <U+0907><U+0938><U+0947> <U+092C><U+0948><U+0902><U+0915> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+0932><U+093E><U+092D><U+0915><U+093E><U+0930><U+0940> <U+0964>#DeMoWins
https://t.co/7k3kDDizSK

via NMApp https://t.co/b…"
"1493",0,"@ZeeNewsHindi @OfficeOfRG Tune research kiya kya ispe?kitne sal?note ban ko to aaj ek sal hua hai. Tera research bhi ho gaya?"
"1494",0,"<U+091A><U+093F><U+0926><U+0902><U+092C><U+0930><U+092E> <U+0928><U+0947> <U+091C><U+0947><U+091F><U+0932><U+0940> <U+092A><U+0930> <U+0926><U+093E><U+0917><U+093E> <U+0938><U+0935><U+093E><U+0932>, <U+0932><U+093E><U+0916><U+094B><U+0902> <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0915><U+094B> <U+0915><U+0937><U+094D><U+091F> <U+0926><U+0947><U+0928><U+093E> <U+0915><U+0939><U+093E><U+0902> <U+0915><U+0940> <U+0928><U+0948><U+0924><U+093F><U+0915><U+0924><U+093E> <U+0939><U+0948>
https://t.co/wfMuWRP6Ec"
"1495",0,"@drtamilisaibjp @EconomicTimes @BJP4India @narendramodi @PMOIndia https://t.co/sMpsHkx2jM"
"1496",0,"#demonetisation, #anniversary <U+0D28><U+0D4B><U+0D1F><U+0D4D><U+0D1F><U+0D41><U+0D28><U+0D3F><U+0D30><U+0D4B><U+0D27><U+0D28> <U+0D35><U+0D3E><U+0D7C><U+0D37><U+0D3F><U+0D15><U+0D24><U+0D4D><U+0D24><U+0D3F><U+0D7D> <U+0D2A><U+0D4D><U+0D30><U+0D24><U+0D3F><U+0D37><U+0D47><U+0D27><U+0D35><U+0D41><U+0D2E><U+0D3E><U+0D2F><U+0D3F> <U+0D2A><U+0D4D><U+0D30><U+0D24><U+0D3F><U+0D2A><U+0D15><U+0D4D><U+0D37><U+0D02> https://t.co/EzXfFaZoHT"
"1497",0,"<U+09AE><U+09CB><U+09A6><U+09BF><U+09B0> <U+09A8><U+09CB><U+099F><U+09AC><U+09BE><U+09A4><U+09BF><U+09B2> <U+0995><U+09CB><U+09AE><U+09B0> <U+09AD><U+09C7><U+0999><U+09C7><U+099B><U+09C7> <U+099C><U+09BE><U+09B2><U+09A8><U+09CB><U+099F> <U+0995><U+09BE><U+09B0><U+09AC><U+09BE><U+09B0><U+09C7><U+09B0>, <U+09AE><U+09BE><U+09A5><U+09BE><U+09AF><U+09BC> <U+09B9><U+09BE><U+09A4> <U+0995><U+09CD><U+09AF><U+09BE><U+09B0><U+09BF><U+09AF><U+09BC><U+09BE><U+09B0><U+09A6><U+09C7><U+09B0> https://t.co/udj0gHvPdM"
"1498",0,"@sagarcasm Shukr hai note ban se hi pata chal gaya, bahut logo ko to IT ya ED wale batana aate hain Ye baat<ed><U+00A0><U+00BD><ed><U+00B8><U+0085>"
"1499",-2,"Last year aaj k din 500 and 1000 rs k note ban hue the. 
Is saal lag rha hai ki #KetchupBan ho gaya hai."
"1500",0,"RT @pudharionline: #Demonetisation 
<U+0915><U+093E><U+0933><U+093E> <U+092A><U+0948><U+0938><U+093E> <U+0935><U+093F><U+0930><U+094B><U+0927><U+0940> <U+0926><U+093F><U+0935><U+0938> <U+0915><U+0940> <U+0915><U+093E><U+0933><U+093E> <U+0926><U+093F><U+0935><U+0938>...&gt;https://t.co/RoRedf2Z0R &lt;...<U+0935><U+093E><U+091A><U+093E>  <U+0915><U+094B><U+0923>? <U+0915><U+093E><U+092F>? <U+092E><U+094D><U+200D><U+0939><U+0923><U+093E><U+0932><U+0947> https://t.co…"
"1501",0,"<U+0915><U+0936><U+094D><U+092E><U+0940><U+0930> <U+091F><U+0947><U+0930><U+0930> <U+092B><U+0902><U+0921><U+093F><U+0902><U+0917> <U+092A><U+0930> <U+092C><U+0921><U+093C><U+0940> <U+091C><U+0940><U+0924>: <U+090F><U+0928><U+0906><U+0908><U+090F> <U+0928><U+0947> 36.34 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> <U+092A><U+0941><U+0930><U+093E><U+0928><U+0940> <U+0915><U+0930><U+0947><U+0902><U+0938><U+0940> <U+091C><U+092C><U+094D><U+0924> <U+0915><U+0940>
https://t.co/WFgQg6EN9A via NMApp https://t.co/LE9VGpSAdy"
"1502",0,"RT @abpanandatv: <U+09A8><U+09CB><U+099F> <U+09AC><U+09BE><U+09A4><U+09BF><U+09B2><U+09C7><U+09B0> <U+09B8><U+09AE><U+09BE><U+09B2><U+09CB><U+099A><U+09A8><U+09BE><U+09AF><U+09BC> <U+09B0><U+09BE><U+09B9><U+09C1><U+09B2><U+09C7><U+09B0> <U+09AE><U+09C1><U+0996><U+09C7> <U+099A><U+09BF><U+09A8><U+09C7><U+09B0> <U+09AA><U+09CD><U+09B0><U+09B6><U+0982><U+09B8><U+09BE>
https://t.co/PcXJd4IE0Y https://t.co/X3pq9N98xX"
"1503",1,"Entha NaMo ante ishtam unna Guddi Gorre laga rottalo Demonitisation ni support cheyalekapotunna.... Note ban appudu… https://t.co/tSoHcSpL88"
"1504",0,"https://t.co/SxtAcy0uuA"
"1505",0,"<U+0915><U+0936><U+094D><U+092E><U+0940><U+0930> <U+091F><U+0947><U+0930><U+0930> <U+092B><U+0902><U+0921><U+093F><U+0902><U+0917> <U+092A><U+0930> <U+092C><U+0921><U+093C><U+0940> <U+091C><U+0940><U+0924>: <U+090F><U+0928><U+0906><U+0908><U+090F> <U+0928><U+0947> 36.34 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> <U+092A><U+0941><U+0930><U+093E><U+0928><U+0940> <U+0915><U+0930><U+0947><U+0902><U+0938><U+0940> <U+091C><U+092C><U+094D><U+0924> <U+0915><U+0940>
https://t.co/378mLQr9YT via NMApp https://t.co/kNbsTVQbXV"
"1506",0,"@ZeeNewsHindi @narendramodi @laluprasadrjd Bjp ko jaane ke liye aap kisi bhi hd tak jaa skte hain ye to sbhi vipaks… https://t.co/kepEiPZ5fk"
"1507",0,"<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0914><U+0930> <U+0907><U+0938><U+0915><U+0947> <U+0938><U+0915><U+093E><U+0930><U+093E><U+0924><U+094D><U+092E><U+0915> <U+092A><U+094D><U+0930><U+092D><U+093E><U+0935>
https://t.co/JS26AUHCGW via NMApp https://t.co/VFVV34f8wr"
"1508",0,"<U+09A8><U+09CB><U+099F> <U+09AC><U+09BE><U+09A4><U+09BF><U+09B2><U+09C7><U+09B0> <U+09B8><U+09AE><U+09BE><U+09B2><U+09CB><U+099A><U+09A8><U+09BE><U+09AF><U+09BC> <U+09B0><U+09BE><U+09B9><U+09C1><U+09B2><U+09C7><U+09B0> <U+09AE><U+09C1><U+0996><U+09C7> <U+099A><U+09BF><U+09A8><U+09C7><U+09B0> <U+09AA><U+09CD><U+09B0><U+09B6><U+0982><U+09B8><U+09BE>
https://t.co/PcXJd4IE0Y https://t.co/X3pq9N98xX"
"1509",0,"@aajtak bhai logo 2019 #no_vote to any government ab india ma president rule hi chlne do is desh ma neta sab mille… https://t.co/JNFkLPxj46"
"1510",0,"RT @MpColSRC: <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0914><U+0930> <U+0907><U+0938><U+0915><U+0947> <U+0938><U+0915><U+093E><U+0930><U+093E><U+0924><U+094D><U+092E><U+0915> <U+092A><U+094D><U+0930><U+092D><U+093E><U+0935>
https://t.co/qDkWn2Aarr via NMApp https://t.co/PvERklVOxX"
"1511",0,"<U+0915><U+0936><U+094D><U+092E><U+0940><U+0930> <U+091F><U+0947><U+0930><U+0930> <U+092B><U+0902><U+0921><U+093F><U+0902><U+0917> <U+092A><U+0930> <U+092C><U+0921><U+093C><U+0940> <U+091C><U+0940><U+0924>: <U+090F><U+0928><U+0906><U+0908><U+090F> <U+0928><U+0947> 36.34 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> <U+092A><U+0941><U+0930><U+093E><U+0928><U+0940> <U+0915><U+0930><U+0947><U+0902><U+0938><U+0940> <U+091C><U+092C><U+094D><U+0924> <U+0915><U+0940>
 https://t.co/mdMNMm0nch

via NMApp https://t.co/s1q6ZYCfnZ"
"1512",0,"RT @Kamallochan1982: <U+0938><U+0930><U+0926><U+093E><U+0930> <U+091C><U+0940> <U+0915><U+094B> <U+0906><U+091C> <U+0924><U+0915> <U+0938><U+092E><U+091D> <U+092E><U+0947><U+0902> <U+0928><U+0939><U+0940><U+0902> <U+0906><U+092F><U+093E> <U+0915><U+0939><U+093E><U+0901> <U+0938><U+0930><U+094D><U+091C><U+093F><U+0915><U+0932> <U+0938><U+094D><U+091F><U+094D><U+0930><U+093E><U+0907><U+0915> <U+0939><U+094B> <U+0917><U+092F><U+093E> https://t.co/M2oXqsoqQO"
"1513",0,"RT @Jansatta: <U+0917><U+0941><U+091C><U+0930><U+093E><U+0924> <U+092E><U+0947><U+0902> <U+092C><U+094B><U+0932><U+0947> <U+092E><U+0928><U+092E><U+094B><U+0939><U+0928> <U+0938><U+093F><U+0902><U+0939>: <U+0915><U+093E><U+0928><U+0942><U+0928><U+0940> <U+0921><U+0915><U+0948><U+0924><U+0940> <U+0925><U+0940> <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940>, <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0947> <U+092C><U+091C><U+093E><U+092F> <U+091A><U+0940><U+0928> <U+0915><U+094B> <U+0939><U+0941><U+0906> <U+092B><U+093E><U+092F><U+0926><U+093E> https://t.co/4i3ydgf7NL"
"1514",0,"https://t.co/7kdi2E2DWh"
"1515",0,"<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+091C><U+0930><U+093F><U+090F> @narendramodi <U+0928><U+0947> <U+092C><U+0921><U+093C><U+0947>-<U+092C><U+0921><U+093C><U+0947> <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0915><U+093E> <U+0915><U+093E><U+0932><U+093E> <U+092A><U+0948><U+0938><U+093E> <U+0938><U+092B><U+0947><U+0926> <U+0915><U+0930><U+093E> <U+0926><U+093F><U+092F><U+093E>: @laluprasadrjd

https://t.co/ih7ON3OHYH"
"1516",0,"https://t.co/vyIpttaSsI <U+0928><U+094C> <U+092E><U+093E><U+0939> <U+0915><U+0947> <U+0917><U+0939><U+0928> <U+0935><U+093F><U+091A><U+093E><U+0930>-<U+0935><U+093F><U+092E><U+0930><U+094D><U+0936> <U+0915><U+0947> <U+092C><U+093E><U+0926> <U+0932><U+093E><U+0917><U+0942> <U+0939><U+0941><U+0908> <U+0925><U+0940> <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940>: <U+092D><U+093E><U+0930><U+0924><U+0940><U+092F> <U+0930><U+093F><U+091C><U+0930><U+094D><U+0935>… https://t.co/pyvE0Z7PnZ"
"1517",0,"RT @aajtak: <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+092C><U+093E><U+0926> '<U+092C><U+0941><U+0915> <U+092E><U+093E><U+092F> <U+091B><U+094B><U+091F><U+0942>' <U+0928><U+093E><U+092E> <U+0915><U+0947> <U+090F><U+0915> <U+0938><U+094D><U+091F><U+093E><U+0930><U+094D><U+091F><U+0905><U+092A> <U+0928><U+0947> <U+0915><U+092E><U+093E><U+090F> <U+0925><U+0947> <U+0932><U+093E><U+0916><U+094B><U+0902> <U+0930><U+0941><U+092A><U+090F>.
https://t.co/Omiiui1qS3"
"1518",0,"<U+0915><U+0936><U+094D><U+092E><U+0940><U+0930> <U+091F><U+0947><U+0930><U+0930> <U+092B><U+0902><U+0921><U+093F><U+0902><U+0917> <U+092A><U+0930> <U+092C><U+0921><U+093C><U+0940> <U+091C><U+0940><U+0924>: <U+090F><U+0928><U+0906><U+0908><U+090F> <U+0928><U+0947> 36.34 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> <U+092A><U+0941><U+0930><U+093E><U+0928><U+0940> <U+0915><U+0930><U+0947><U+0902><U+0938><U+0940> <U+091C><U+092C><U+094D><U+0924> <U+0915><U+0940>
https://t.co/9S7gqPhMnt

via NMApp https://t.co/Nhf8SYQiWZ"
"1519",0,"@timesofindia @narendramodi Prakash Raj note ban is not a 3 hrs movie"
"1520",-1,"RT @Harishc8804: @narendramodi NOTE BAN Corruption ko erase krne ka ek best tarika bankar samne aa rha hai"
"1521",0,"https://t.co/bjYZWWKyu0"
"1522",0,"RT @kapilgautam: @narendramodi @BJP4India https://t.co/Mj5yN4CinK"
"1523",0,"https://t.co/Kly6PtHNJV"
"1524",0,"<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0914><U+0930> <U+0907><U+0938><U+0915><U+0947> <U+0938><U+0915><U+093E><U+0930><U+093E><U+0924><U+094D><U+092E><U+0915> <U+092A><U+094D><U+0930><U+092D><U+093E><U+0935>
https://t.co/qDkWn2Aarr via NMApp https://t.co/PvERklVOxX"
"1525",0,"<U+0915><U+0936><U+094D><U+092E><U+0940><U+0930> <U+091F><U+0947><U+0930><U+0930> <U+092B><U+0902><U+0921><U+093F><U+0902><U+0917> <U+092A><U+0930> <U+092C><U+0921><U+093C><U+0940> <U+091C><U+0940><U+0924>: <U+090F><U+0928><U+0906><U+0908><U+090F> <U+0928><U+0947> 36.34 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> <U+092A><U+0941><U+0930><U+093E><U+0928><U+0940> <U+0915><U+0930><U+0947><U+0902><U+0938><U+0940> <U+091C><U+092C><U+094D><U+0924> <U+0915><U+0940>
https://t.co/FSEnw6LtLv

via NMApp https://t.co/zdc4KD5snC"
"1526",0,"Rise in #digital transactions, tax payers post #noteban: @nitin_gadkari  
https://t.co/ZEzChFFufr"
"1527",0,"RT @madhyamam: #PrakashRaj, #noteban <U+0D06> <U+0D2E><U+0D23><U+0D4D><U+0D1F><U+0D24><U+0D4D><U+0D24><U+0D30><U+0D24><U+0D4D><U+0D24><U+0D3F><U+0D28><U+0D4D> <U+0D2E><U+0D3E><U+0D2A><U+0D4D><U+0D2A><U+0D4D> <U+0D2A><U+0D31><U+0D2F><U+0D41><U+0D2E><U+0D4B> -<U+0D2E><U+0D4B><U+0D26><U+0D3F><U+0D2F><U+0D4B><U+0D1F><U+0D4D> <U+0D2A><U+0D4D><U+0D30><U+0D15><U+0D3E><U+0D36><U+0D4D> <U+0D30><U+0D3E><U+0D1C><U+0D4D> https://t.co/xfu0pqTnOD"
"1528",0,"<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0914><U+0930> <U+0907><U+0938><U+0915><U+0947> <U+0938><U+0915><U+093E><U+0930><U+093E><U+0924><U+094D><U+092E><U+0915> <U+092A><U+094D><U+0930><U+092D><U+093E><U+0935>
https://t.co/pkfRihg2Jq

via NMApp https://t.co/adthV8CQWu"
"1529",1,"#100sYrs@narendramodi
""<U+0926><U+0947><U+0936> <U+0915><U+093E> <U+092D><U+0932><U+093E> <U+0936><U+0941><U+0926><U+094D><U+0927> <U+0926><U+0947><U+0936><U+0940><U+0906><U+0926><U+092E><U+0940> <U+0939><U+0940> <U+0915><U+0930> <U+0938><U+0915><U+0924><U+093E> <U+0939><U+0948> <U+0915><U+094B><U+0908> <U+0906><U+0927><U+093E><U+0935><U+093F><U+0926><U+0947><U+0936><U+0940> <U+0928><U+0939><U+0940><U+0902>""
Big victory in fight against J&amp;K… https://t.co/kSovc0DkFH"
"1530",0,"#PrakashRaj, #noteban <U+0D06> <U+0D2E><U+0D23><U+0D4D><U+0D1F><U+0D24><U+0D4D><U+0D24><U+0D30><U+0D24><U+0D4D><U+0D24><U+0D3F><U+0D28><U+0D4D> <U+0D2E><U+0D3E><U+0D2A><U+0D4D><U+0D2A><U+0D4D> <U+0D2A><U+0D31><U+0D2F><U+0D41><U+0D2E><U+0D4B> -<U+0D2E><U+0D4B><U+0D26><U+0D3F><U+0D2F><U+0D4B><U+0D1F><U+0D4D> <U+0D2A><U+0D4D><U+0D30><U+0D15><U+0D3E><U+0D36><U+0D4D> <U+0D30><U+0D3E><U+0D1C><U+0D4D> https://t.co/xfu0pqTnOD"
"1531",0,"<U+0915><U+0936><U+094D><U+092E><U+0940><U+0930> <U+091F><U+0947><U+0930><U+0930> <U+092B><U+0902><U+0921><U+093F><U+0902><U+0917> <U+092A><U+0930> <U+092C><U+0921><U+093C><U+0940> <U+091C><U+0940><U+0924>: <U+090F><U+0928><U+0906><U+0908><U+090F> <U+0928><U+0947> 36.34 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> <U+092A><U+0941><U+0930><U+093E><U+0928><U+0940> <U+0915><U+0930><U+0947><U+0902><U+0938><U+0940> <U+091C><U+092C><U+094D><U+0924> <U+0915><U+0940>
 https://t.co/JUGzQWgNIx

via NMApp https://t.co/bLV6QepOEy"
"1532",0,"<U+0915><U+0936><U+094D><U+092E><U+0940><U+0930> <U+091F><U+0947><U+0930><U+0930> <U+092B><U+0902><U+0921><U+093F><U+0902><U+0917> <U+092A><U+0930> <U+092C><U+0921><U+093C><U+0940> <U+091C><U+0940><U+0924>: <U+090F><U+0928><U+0906><U+0908><U+090F> <U+0928><U+0947> 36.34 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> <U+092A><U+0941><U+0930><U+093E><U+0928><U+0940> <U+0915><U+0930><U+0947><U+0902><U+0938><U+0940> <U+091C><U+092C><U+094D><U+0924> <U+0915><U+0940>
https://t.co/AfAVoaE86n

via NMApp https://t.co/GfaDs98GtF"
"1533",0,"<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0914><U+0930> <U+0907><U+0938><U+0915><U+0947> <U+0938><U+0915><U+093E><U+0930><U+093E><U+0924><U+094D><U+092E><U+0915> <U+092A><U+094D><U+0930><U+092D><U+093E><U+0935>
https://t.co/cvlhlT2e6y

via NMApp https://t.co/uLckcEOpoM"
"1534",0,"<U+0A9C><U+0AA8><U+0AA4><U+0ABE><U+0AA8><U+0ACB> <U+0A8F><U+0A95> <U+0A86><U+0A82><U+0AB8><U+0AC1> <U+0AAA><U+0AA3> <U+0AB8><U+0AA4><U+0ACD><U+0AA4><U+0ABE> <U+0AAA><U+0AB2><U+0A9F><U+0ABE><U+0AB5><U+0AC0> <U+0AA6><U+0AC7>, <U+0AA8><U+0ACB><U+0A9F><U+0AAC><U+0A82><U+0AA7><U+0AC0><U+0A8F> <U+0AA4><U+0ACB> <U+0AB2><U+0ABE><U+0A96><U+0ACB><U+0AA8><U+0AC7> <U+0AB0><U+0AA1><U+0ABE><U+0AB5><U+0ACD><U+0AAF><U+0ABE> <U+0A9B><U+0AC7> : <U+0AB0><U+0ABE><U+0AB9><U+0AC1><U+0AB2> https://t.co/ZQH4SfvGFa https://t.co/IlTgyGzGd6"
"1535",-2,"RT @gthakker: @timesofindia @narendramodi PM note ban step was very wrong- for the black money holders and oppositions. True statement."
"1536",0,"RT @SKN_NASA: @timesofindia @narendramodi Prakash Raj note ban is not a 3 hrs movie"
"1537",0,"Things to note:

-Current owners keep their guns
-Seems to ban modifications to the gun (I.E. Grips etc)
-Bump stoc… https://t.co/BBkrf0PwY7"
"1538",0,"@imNSharmaBJP @OfficeOfRG @narendramodi <U+0915><U+094D><U+092F><U+094B><U+0902> <U+092D><U+093E><U+0908> <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+0938><U+092E><U+092F> <U+092D><U+093E><U+091C><U+092A><U+093E> <U+0928><U+0947> <U+0915><U+0930><U+094B><U+0921><U+093C><U+094B> <U+0930><U+0942><U+092A><U+092F><U+0947> <U+0915><U+0940> <U+091C><U+092E><U+0940><U+0928> <U+0916><U+0930><U+0940><U+0926><U+0940> <U+0925><U+0940><U+0964> <U+0915><U+094D><U+092F><U+093E> <U+092F><U+0947> <U+0915><U+093E>… https://t.co/XPDKe6Fn62"
"1539",1,"On the hot seat: The Gujarat poll will be a referendum on the note ban and the GSTGujarat, whic.. #finance #news https://t.co/04XyPeGJ4O"
"1540",-1,"RT @AgriFoodRetail: Why #farm prices are now more prone to falling than rising https://t.co/7trnMvlskZ #Commodities #agriculture #food http…"
"1541",-1,"Black money is not a stock, but a process....Demonetisation failed attacking the process  https://t.co/G0eWUvinB8"
"1542",-1,"RT @kirtijoshi1958: @KapilMishraAAP @kjayashree31 @ArvindKejriwal Sirji odd even for public. AAP. MLA will use two cars. Second hand cars m…"
"1543",1,"https://t.co/RsZPV9w10A Only a person who has seen life coming from a humble. lower middle class family &amp; is unimpe… https://t.co/XbHNNDRYOF"
"1544",0,"@OfficeOfRG <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+0938><U+092E><U+092F> <U+0916><U+092C><U+0930> <U+092F><U+0939><U+0940> <U+091A><U+0932> <U+0930><U+0939><U+0940> <U+0925><U+0940> <U+0915><U+0947> <U+092D><U+093E><U+091C><U+092A><U+093E> <U+0928><U+0947>  <U+0915><U+0930><U+094B><U+0921><U+093C><U+094B> <U+0930><U+0942><U+092A><U+092F><U+0947> <U+0915><U+0940> <U+091C><U+092E><U+0940><U+0928> <U+0916><U+0930><U+0940><U+0926><U+0940> <U+0925><U+0940><U+0964> <U+0915><U+094D><U+092F><U+093E> <U+092F><U+0947> <U+0915><U+0932><U+093E> <U+0927><U+0928> <U+0925><U+093E> <U+0915><U+094D><U+092F><U+093E>? 
D… https://t.co/glJ5Lu1y4l"
"1545",0,"<U+0928><U+0930><U+0947><U+0902><U+0926><U+094D><U+0930> <U+092E><U+094B><U+0926><U+0940> <U+091C><U+0940>, <U+0915><U+094D><U+200D><U+092F><U+093E> <U+0906><U+092A> <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+0926><U+0947><U+0936> <U+0938><U+0947> <U+092E><U+093E><U+092B><U+0940> <U+092E><U+093E><U+0902><U+0917><U+0928><U+0947> <U+0915><U+094B> <U+0924><U+0948><U+092F><U+093E><U+0930> <U+0939><U+0948><U+0902>? : <U+092A><U+094D><U+0930><U+0915><U+093E><U+0936> <U+0930><U+093E><U+091C> https://t.co/5rKhwAJjgk"
"1546",1,"RT @NeetuGarg6: 81% people supported note ban, says Narendra Modi  https://t.co/huoPk8IisJ"
"1547",-1,"RT @TheQuint: #KemChoGujarat: Rameshbhai Sukhadia complains that GST and note ban have badly hit a small trader like him. https://t.co/mxjV…"
"1548",-2,"RT @SwarajyaMag: While Rahul Gandhi's paranoia is understandable, his handlers need to realise that it increasingly difficult to mislead th…"
"1549",-2,"@seemaadhikari And the chatukaars of Khangress were slapped by the fake photo  from none other than the crack pot… https://t.co/CMx5Hmro8N"
"1550",1,"1,492kg gold, Rs 87 crore in cash detected in hand bags at airports since note ban https://t.co/NWw6OZqRMY via @timesofindia"
"1551",-1,"RT @ETFinance: Here's why MF advisors are worried about your note ban #investment https://t.co/thyhgHbuFG"
"1552",-1,"my question on note ban 
y is supereme court light on this matter?
 who is responsible fr death of 150 people the 1… https://t.co/sooyyV30eg"
"1553",0,"https://t.co/52R5woOgxp"
"1554",-1,"Here's why MF advisors are worried about your note ban #investment https://t.co/thyhgHbuFG"
"1555",-1,"Here's why MF advisors are worried about your note ban #investment https://t.co/91EF0HVApB"
"1556",-1,"Here's why MF advisors are worried about your note ban #investment https://t.co/fus0z8u0uW"
"1557",-1,"RT @ManojGoelBJP: Income tax dept to issue 100,000 notices for huge deposits after note ban
 https://t.co/86NgsltvWz

via NMApp https://t.c…"
"1558",-1,"RT @dpradhanbjp: Income tax dept to issue 100,000 notices for huge deposits after note ban
 https://t.co/fSKmio4kmW

via NMApp https://t.co…"
"1559",0,"RT @TheAshokSingh: Note ban breaks the backbone of trafficking industry
#Demonitization <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> https://t.co/Awj8jPv65V"
"1560",0,"RT @vamananko: @Shehla_Rashid Oh... It is their profession, That's why our Law minister explained note ban with prostitution.."
